,SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_YEARS
REG_REGION_NOT_LIVE_REGION,0.0034241077676371396,-0.006156141443076489,-0.026119354496361654,0.08957633376429928,0.025252330267455013,0.04853927691103073,0.02342704923474899,0.04087263941444958,0.054514930223401856,-0.04215075321437924,0.030223649271940437,0.023472373587846842,0.053790787905682175,,0.04303030807290997,0.0727094624397996,0.004872791782320697,0.027173758867775944,0.04341187473924125,-0.02573957763333102,-0.061288236069563996,-0.05719179304417831,0.02857806021565397,1.0,0.463554746545264,0.09980982447683734,0.349363965348704,0.15431189252921723,0.019444101627239137,-0.0181042061182537,0.02637103934293582,-0.06902388505778304,0.03121702595200961,0.018520511265328343,0.008173443433301645,0.003320932215576388,0.13777805304505097,0.05313821489972189,0.024765822762684287,0.025979867786330137,0.048610174741523605,0.02593557186180058,0.044332183868948494,0.030719937879188867,0.0249889421889402,0.020767569438609204,0.026680408605910942,0.021718007193879774,0.008846043228244749,0.006023527947844868,0.13052169841483124,0.04631655624240638,0.024734292815505463,0.02932631316454698,0.052694308260043295,-0.0040492938242206,0.03497691895014091,0.02639134709825499,0.02673544805970776,0.025545205179612705,0.02899157218075374,0.016241105422263803,0.007547274984802673,0.0032661264681885095,0.12737889769189015,0.04942621472909094,0.023722189495671224,0.025790776068618057,0.049971343076241265,0.02535911612752853,0.04090768796904696,0.027723459442696007,0.02566154267725452,0.02184553864936559,0.017101362008606374,-0.020619256534999048,-0.008963208005337486,-0.020652222142519557,-0.010984193359155596,0.04996992693545251,,-0.013173010087490276,-0.0024349330294901835,0.05412475936439747,-0.013909288106029663,-0.0017215854380667867,-0.0016533688884902938,-0.0082746616881461,,0.060749865318292795,-0.0017215854380667865,0.01636697526285474,-0.0073165195919379375,-0.00544903849627276,0.003957831114862358,,-0.01050990700713142,-0.0038511231343327824,-0.0024349330294901805,-0.002982470121334548,0.009213285964190705,0.04616101247471092,0.06233918231357033,-0.000850383224541674,0.023725911428051947,-0.003083171964087892,-0.05483425734494269
REG_REGION_NOT_WORK_REGION,-0.0026059448234164806,0.0062140484809051965,-0.014728084483969348,0.13703196681203408,0.03656027324743342,0.08289473124378137,0.039615364877646,0.08926305801312744,0.05635440715434122,-0.10094090501921528,0.04326310776737748,0.03780959199733064,0.012196680250143798,,0.1020348778206991,0.04864916981690939,-0.014889949872998872,0.0001284921224584464,0.066745998868964,-0.025668377308681878,-0.14142125077367035,-0.13445439122180328,0.039828907465607306,0.463554746545264,1.0,0.846395574353612,0.1597158588355457,0.22466301767318514,0.17116820085108755,-0.033305596423499714,0.04567188375992362,-0.056582851537523876,-0.018571544781561717,-0.05054448746505773,0.0114953941069665,0.003097439841819984,-0.009820240972194185,-0.0032122022506550973,-0.027002330735543503,0.009941933323368924,0.037963277211120104,-0.019823897575029507,-0.02135244693595133,-0.021798681780146156,0.00302912853213604,-0.009614404793469398,-0.021467931717511487,-0.04821986563582764,0.012865177959403956,0.00422369545805915,-0.014301360245105152,-0.010191693326293496,-0.02960344236553793,0.010767174764418602,0.03904592137543697,-0.014148445948662675,-0.028989524845617322,-0.023965813894029738,0.0033321150244811056,-0.00961747989475113,-0.01792716962352912,-0.051203985651849936,0.010799607728442021,0.0030045989410321765,-0.00926297017276239,-0.002118500353757083,-0.02642215369672108,0.010402583910497974,0.0372584371964525,-0.019966777907504226,-0.020789031081751997,-0.02076992123936022,0.00357746444924468,-0.011249246547400584,-0.02246983106877612,-0.0074625601888435355,-0.019577112987360323,-0.007245048914149311,-0.011881946843853792,0.057888616103294,,-0.0014265244214817438,-0.004422544958007118,0.035766009946728315,-0.051412879187543475,0.06397393239724691,0.05402122728430187,-0.015029186792783115,,0.023593619143505367,-0.0031268987305555973,0.027037952951898068,0.05008219178467816,0.011341237679095704,-0.013311251397524797,,-0.019089040922511468,0.023025659779280318,-0.004422544958007115,-0.005417031202815733,-0.01564995697296259,0.017660273227310737,0.01571261209877788,0.04665968456112477,0.022146879012325697,-0.017042490382667152,-0.057018296887612
LIVE_REGION_NOT_WORK_REGION,-0.008032960299339026,0.01061952019160681,-0.006765807742277887,0.11990128660823599,0.034577845633272875,0.07572147208432853,0.038728576874126355,0.10594017486055074,0.03998056168567925,-0.08976253080063273,0.03515042652443741,0.04038645785196765,-0.0025433028536561504,,0.09046508231653673,0.01610115271510713,-0.01866278151080334,-0.005539290044062691,0.054426695034924956,-0.018271979159431403,-0.13619473575016794,-0.13018785928390647,0.035384791138167546,0.09980982447683734,0.846395574353612,1.0,0.009835956550642616,0.1583372406730116,0.20440936571534574,-0.004300716176028959,0.04581316572829099,-0.03157115747068285,-0.01736664351685464,-0.03203403911709231,0.0076756176126077415,-0.01681702159910104,0.023888934695891456,-0.0003829500020394751,-0.0311242288206945,0.024186219425461817,0.04766002941806269,0.02023912803318432,-0.025882128797763145,-0.017711760724282682,0.013309717581600666,-0.0023633207061330027,-0.019110521342928895,-0.03277257884950183,0.009293785050110182,-0.016205498351110872,0.01618884477507764,-0.0074277765086100365,-0.03403251521059524,0.024057540102189603,0.049374869885460235,0.0030761901273722633,-0.03094379342561344,-0.019171482874765437,0.013450077086175995,-0.0038705308332917117,-0.018449387080842705,-0.03453575546850345,0.007079519404348381,-0.016882679378305704,0.017280041166915554,-0.002322199822824846,-0.031686018007484724,0.024607753715725284,0.048011011368409004,0.019466629969281026,-0.027763036270132678,-0.018860920796223504,0.013807221006864304,-0.004651457643177947,-0.01709284498904825,-0.006296587497282161,-0.01749077833641012,-0.005936961011505485,-0.01078878587943711,0.040727014675382645,,-0.013401623016678119,-0.003921069953920546,0.02862245541143958,-0.037951356038726916,0.07215571144922896,0.07592304247754911,-0.013325018360377944,,0.0005597963037623504,-0.0027723378230752474,0.04930726535467689,0.05898118255055863,0.01494088321275222,0.0007937487774478353,,-0.016924523214829724,0.027320639119011902,-0.0039210699539205494,-0.004802790811737111,-0.0017209310461191144,-0.012944714693634772,-0.010602325526328305,0.04617458752768872,0.008150347930974513,-0.024552631539356995,-0.04042851309652411
REG_CITY_NOT_LIVE_CITY,-0.022199768182798105,0.043952104703917916,-0.003183696582997575,0.0025074413045289815,-0.01718311834976462,-0.002306263949727553,-0.01723948324558477,-0.04576116082113195,0.17334287757664707,-0.09796804345387582,0.061529319255553605,0.048129327343480584,0.013457540853584173,,0.09966179577764875,0.037887743179972524,0.01126703354116952,-0.04743290487668109,0.01229730575598516,-0.0026266687829238633,0.02943155804245164,0.038529617829165655,-0.006307693056556565,0.349363965348704,0.1597158588355457,0.009835956550642616,1.0,0.4321408545780196,0.034101150436505495,-0.1190031608390204,-0.02312525015896266,-0.05604242982079704,-0.05695140937079513,-0.03277522813996939,0.012963828026907926,0.022180739623907195,0.012853116388400585,-0.034845695643271654,-0.051333817526204084,-0.09382065889397401,-0.02261109866751187,-0.059326385733938,-0.015186030495030726,-0.056623146872550496,-0.011580045331476193,-0.033273023822918336,-0.05494323683389675,-0.02529505538370083,0.013764153156884923,0.023400217411704272,0.015216785271600678,-0.033674835765341256,-0.04664479512241613,-0.08991227753618677,-0.019556680330210154,-0.05452532657747935,-0.01661897108056017,-0.05451377368685747,-0.010796930104669677,-0.028850913177889487,-0.05588057310291236,-0.03208083616779993,0.012006507554292568,0.023109541407532918,0.013484866621219395,-0.03359856402446433,-0.04998296340454346,-0.09338915514473238,-0.022791093455338036,-0.058963987238383225,-0.01462244748712279,-0.055555270020497954,-0.011083901654279122,-0.031995255875357065,-0.06725085837031371,-0.014925479531950904,0.010670773036580924,-0.01478030804389194,0.0004764844351347769,0.0399388209803978,,0.0010181927961891684,0.03272227914404914,0.009960923210881741,-0.05422833994218769,-0.003980707927038331,0.023080914665531607,-0.007799607568118248,,0.043627409630097716,-0.003980707927038331,0.014867081092498567,-0.004112853541333838,-0.012599450632672341,-0.013733980487111845,,0.029387484917055867,-0.008904696827625314,-0.0056301342924829035,-0.0068961680272360765,0.0059402874688777516,-0.0014676588538710704,0.01586771512495261,-0.007200777037918801,0.002833211898635893,0.011585665158687771,-0.17335800826672143
REG_CITY_NOT_WORK_CITY,-0.0390713247779053,0.06274907458550252,0.05290648101941349,0.0178383459426139,-0.0022355679738607307,0.01314486907170236,-0.0015261449715310575,-0.05022197293352221,0.22378213199927613,-0.2518163207207545,0.09061148878589086,0.09843581795151535,0.026595248618806664,,0.25366272094792774,0.11197934328927149,-0.001707086814208262,-0.04342024665777633,-0.006760466892565475,0.050997839734891325,0.013552576539719467,0.03188012423729368,0.018963270045758547,0.15431189252921723,0.22466301767318514,0.1583372406730116,0.4321408545780196,1.0,0.8302831731411009,-0.16756636047994225,-0.07248616422057395,-0.08544972113394304,-0.09922790715172555,-0.061215827130539656,-0.019411061127749707,0.07646798865959326,-0.03356725380136898,-0.07001220552522582,-0.05259515149282681,-0.12083858885715318,-0.00746258412417152,-0.06583599190624352,-0.04773286853379854,-0.08991757555476915,0.006566472479424605,-0.027631079342489328,-0.0922619133542208,-0.04991877445068766,-0.00702673875586859,0.0766630626662025,-0.02710489273318672,-0.06387141710884923,-0.04414819322233121,-0.11415087235495902,-0.002895265354023703,-0.059024193304724866,-0.04261895441734968,-0.08623829468087277,0.00942240189129555,-0.02704118874680418,-0.09826881311955638,-0.0611919249221826,-0.016238162601260864,0.07724872158757556,-0.0328950996006738,-0.06835010595500667,-0.05208451177569381,-0.11919137480299483,-0.007963625385781183,-0.0655703649058127,-0.04709728896017242,-0.08940620031099286,0.007856045219658058,-0.025180844547770177,-0.09617840816023471,-0.028747089976048714,-0.017790911702139228,-0.028486242028792408,-0.012844526452102399,0.04416191333366285,,0.06152488255524821,0.012700682620535208,0.015036191018882735,-0.1528515352554116,-0.007773593275773453,0.04434522884370913,-0.00935479160614852,,0.012964653891035651,-0.007773593275773452,0.01865356649609255,0.014429859994534854,0.007211639975376813,-0.0049693605528364415,,0.0022998299667919635,-0.017389241474325023,-0.010994620775985706,-0.01346695270984397,0.0027940727368294268,-0.015933944066470758,0.007957274023467858,-0.019759792675114456,0.00557268641064832,0.025240741812039374,-0.2238257982789768
LIVE_CITY_NOT_WORK_CITY,-0.02032569397302967,0.03364163602715302,0.06042335565562551,0.023245848170279967,0.007798015182097088,0.018186450107435498,0.007089799356165187,-0.02340265608833463,0.15137744295553224,-0.21840146697819346,0.06769954391674078,0.07704215748908387,0.021071310886404813,,0.2195956632241134,0.10416954485632285,-0.006748142602603647,-0.02198268590932857,-0.02283701891929379,0.0641856284274462,-0.000526665704397701,0.014094133697106192,0.032474424180894836,0.019444101627239137,0.17116820085108755,0.20440936571534574,0.034101150436505495,0.8302831731411009,1.0,-0.10534267625762529,-0.06131278515568613,-0.06192272100882971,-0.0838497259375342,-0.06131177839904159,-0.028213604714996905,0.059218428754510305,-0.04738221531918376,-0.06496604442880571,-0.04754729707181787,-0.09422531424591181,0.001437881951077813,-0.05419952377640156,-0.04628203430722988,-0.07701501004262701,0.008726705320738829,-0.023428096551313574,-0.07819174301598568,-0.051119930933429446,-0.01447130472042269,0.05719961555034724,-0.0430919677299754,-0.060353272087700194,-0.04055045372960207,-0.08814572101883238,0.005383915711112171,-0.048694156232376,-0.042798198118755376,-0.07513227323690089,0.010484787711352923,-0.024524945617347353,-0.08317487126236525,-0.06149880647406441,-0.02436982953299118,0.06069878356538208,-0.04685615922626363,-0.06358256340365978,-0.0474204924337756,-0.09275840531079513,0.0009490222207314408,-0.05403076497876683,-0.04571446098891477,-0.07682876392342891,0.009763336243321744,-0.021262250250727647,-0.08016120117342067,-0.02595853317430667,-0.028220342836666495,-0.025791401030781317,-0.012984808381103488,0.027312957047757984,,0.06298797314484421,-0.009518036517852426,0.01425706687918614,-0.12858647216407706,-0.006729594970237652,0.04711069347239206,-0.009490724926646654,,-0.01289838150193275,-0.006729594970237652,0.028600160153810342,0.014435955600881446,0.013315403579605636,-0.003044767150900388,,-0.004993539935961762,-0.015053855766620638,-0.009518036517852425,-0.011658332769098608,-0.005742557876123765,-0.020824506378601677,0.0035849562991830753,-0.014882086249812847,-0.006960812613727048,0.01238775248973984,-0.15154162961316156
EXT_SOURCE_1,-0.02133791237918098,-0.15780396023138876,-0.14832792281925034,0.11188785897425087,0.16127674048839763,0.10212713431070297,0.1667420419959772,0.13026557684704432,-0.613598085078009,0.3079969736663834,-0.18233576129703555,-0.153694426161255,-0.07140530746411089,,-0.3119577381950635,-0.07390374030738871,-0.005125230940832085,0.049625972470136455,0.006930395892028334,-0.12243704439267028,-0.12624300095504926,-0.13275462990103942,0.02171504010980668,-0.0181042061182537,-0.033305596423499714,-0.004300716176028959,-0.1190031608390204,-0.16756636047994225,-0.10534267625762529,1.0,0.21464229848415758,0.16143378376013928,0.0440563995442195,0.02825082299691634,-0.0014005732620827693,-0.020903409863935504,0.042175636405803546,0.08756859446699951,-0.020541386703434666,0.10983898221412146,0.09983822947006869,0.027004594457118745,0.023665255695375233,0.06266907710558405,0.06691776865185228,0.02161856086099501,0.03675899290098344,0.016239610609065397,-0.0011974021605759603,-0.020119438059947647,0.04189625868097339,0.07979414455594808,-0.029057351426672866,0.10193211655455006,0.09598603890991765,0.013020613721649154,0.020438552274295627,0.05166216323487005,0.062512007756029,0.013645798464284313,0.04240736817617247,0.02774249097061147,-0.001767864766095369,-0.02361288190831065,0.037598568800417065,0.0847022154349074,-0.01822914386359045,0.10373672315888349,0.09601557076907749,0.026964936654983063,0.022979436860164328,0.06040296403200746,0.06645497917321314,0.02428941219881003,0.048619205667245174,-0.002683989030952002,-0.049871244934597825,-0.004538679565931329,-0.04756947335919677,-0.13399446147631125,,-0.0357914048232011,0.01431480605764436,-0.029325887397553096,0.18889581699973673,0.04017233605851068,-0.07504833476958322,0.03732946659684601,,-0.04495675873998533,-0.006467155169345112,-0.028618221950073974,0.02034528629188909,-0.03517121135947402,-0.01509061494525788,,-0.04733978895561317,-0.034602599482560954,0.018333899522083027,-0.04550142633553723,0.04472854869710603,0.03534510388923374,-0.010501401040135978,0.008673468531507439,-0.02293507146443572,-0.011750362920075589,0.613226156020703
EXT_SOURCE_2,0.001970984050127138,-0.1642975137095007,-0.012452308171404924,0.1583342989483398,0.12892897900737257,0.12266513222200948,0.13527746044961375,0.19848637392673052,-0.10423450688253828,-0.02639237846896281,-0.08846873275349486,-0.06699859669479122,-0.08107790890454272,,0.025131337679343505,-0.027587578870184624,0.008741476211582859,0.038337879914149185,0.033708209548135915,0.005276386405025864,-0.3030368269937659,-0.29473609753517294,0.164271293401512,0.02637103934293582,0.04567188375992362,0.04581316572829099,-0.02312525015896266,-0.07248616422057395,-0.06131278515568613,0.21464229848415758,1.0,0.097491901328158,0.09085456752293943,0.048834721229338136,0.01700112420021435,-0.014163138935878549,0.0695913101329395,0.12407005628729675,0.021303499548928722,0.14616729357522049,0.10230402779916924,0.02848172648655688,0.0727372832030114,0.10347252236353872,-0.012300138702906516,0.033788029028357806,0.08039806549839078,0.03595945176282254,-0.0008861903229271733,-0.016216520068480986,0.05779798941195906,0.11950833540869527,0.006081252013894282,0.1375363439689958,0.10077598141880283,0.021786305120898138,0.06440560806421013,0.08998197376789889,-0.008314667848142561,0.02012460379951126,0.08934045405012507,0.04802111139560765,0.01932563735919666,-0.01353878745313604,0.06896832257639739,0.12627707094463955,0.019664091387447825,0.14514855653243736,0.10160050061092943,0.025629402458433214,0.07263956981254614,0.10152990376662681,-0.008842129983086644,0.02915254278198841,0.08910895349532177,-0.004060195565833301,-0.04308492797927533,-0.004236897879525373,-0.04458333849394676,-0.2101054404812089,,-0.03572386642380636,0.009618830959018046,-0.014795583995393479,-0.00882289583743198,0.015526279292618692,0.059375033845903126,0.005857199836486147,,-0.01868881151205773,0.014317144300621684,0.018061970652710778,0.05159560033263037,0.013052092550962992,0.007816263699591876,,-0.02420628112270288,0.0029031507357347437,0.01153104733752786,-0.017482340584340367,0.01302570328575234,0.02338822219510365,0.011857156587241069,0.026400565454955817,0.009180079504712429,-0.014874686444209896,0.10396688241519174
EXT_SOURCE_3,0.007627534117550953,-0.16744246970053073,-0.028681161784781514,-0.08439382877896018,0.02176109435947389,0.020632240652720624,0.02707426926189793,-0.01928681489560882,-0.19243224595911793,0.10846899176373154,-0.11179912572030982,-0.13384125481290018,0.027861928686087813,,-0.10985610932165216,-0.06459047386369751,0.0019508337684723542,-0.007846444181107554,-0.061258690115070534,-0.02065424518954836,0.010672328225601583,0.0061545146084617,-0.05515581011229593,-0.06902388505778304,-0.056582851537523876,-0.03157115747068285,-0.05604242982079704,-0.08544972113394304,-0.06192272100882971,0.16143378376013928,0.097491901328158,1.0,-0.022043448435875516,-0.016117135574808296,-0.026420230166515662,0.030039511414994065,0.026901644914286704,-0.009834574705668642,-0.01662566376214422,0.018467456004199585,-0.006514152464671122,-0.002032046811687348,-0.03567993258025748,-0.01855577895362394,0.03651034190955105,0.0010027586971974036,-0.024533780787519718,-0.01251549406467353,-0.032756217989053586,0.01938913944420186,0.025433799251445094,-0.013773929845179668,-0.012772556525681874,0.014819776287940331,-0.006893887608109726,-0.007019684523564914,-0.035959247178806705,-0.020303940938812697,0.03803846173507772,0.0031448925944496113,-0.01930744960785571,-0.013233999941230283,-0.01899049475776551,0.02766456926227388,0.029896778132714887,-0.011595508744617905,-0.013502066084188606,0.012389862547021856,-0.011114287989662758,-0.003395035681831161,-0.03378129223903803,-0.016394021515577378,0.03670685379515393,0.0009572718451167793,-0.017965807551020237,0.025625977132074505,-0.019424130198661745,0.025995609330646846,-0.03115293969040776,-0.08974341807104276,,-0.0478514041830988,-0.0011782650267027097,-0.00772690171244442,0.07442911791958369,,0.018166969846975203,-0.02930499009284647,,-0.052646242365421245,-0.0026622341308605016,-0.00987644192240246,0.0033664915750468804,-0.013492661779388133,-0.005254939606365261,,-0.04720960153830183,0.002766106961907948,,0.009306623407235405,-0.007309505184631247,0.017623529280462322,-0.03700752780499303,-0.012137619117702617,-0.0329721174570773,-0.10597489701532507,0.1912668964163151
APARTMENTS_AVG,-0.011196294177045422,-0.019429412958104814,0.023417184556870273,0.13828087278575693,0.0660100759957612,0.06457196963503183,0.07103983891339463,0.2038084011357937,0.004326457206894154,-0.017558233580605844,0.039862469446538394,-0.00594221206925382,-0.09909811087381917,,0.017757640800083147,0.010931029125674025,-0.017473626054565865,0.07571063289508582,0.012235798495779427,0.04696447076712476,-0.1582671271656892,-0.17339505645747155,0.10224237947281523,0.03121702595200961,-0.018571544781561717,-0.01736664351685464,-0.05695140937079513,-0.09922790715172555,-0.0838497259375342,0.0440563995442195,0.09085456752293943,-0.022043448435875516,1.0,0.6718786203653638,0.10150726384259488,0.3755667659444466,0.5603736966836523,0.8496109640246842,0.6284715925267329,0.6224298204286282,0.46416800262156754,0.5542448913517022,0.947979145950795,0.9344134752129083,0.12670433367858258,0.3238403626661414,0.9807150932198687,0.6548751509451785,0.08891947437702924,0.37641852924460784,0.5530798579078667,0.8456932214747073,0.6169064416060905,0.6187368560577745,0.4559387864925241,0.5495230959387495,0.9376862145480046,0.9103942726986537,0.11935878583785092,0.3155965506691852,0.9971363747099478,0.6688879742881042,0.10085324794686422,0.37436150841731275,0.5594884090318363,0.8537340910181763,0.6261475297393209,0.61789619330588,0.4628488293921419,0.5521676625188894,0.9476036827920826,0.9303949968061429,0.12506951260277133,0.32493833346712314,0.906711427112436,0.0020252252688983618,0.02777106980922855,0.001294977334645924,0.01224950862037371,-0.014663193715532876,,-0.07193719424783737,,-0.013097595047565285,-0.020934148550035295,0.01286414012172657,0.07736316648078051,0.010102278280922328,,0.022588363050699868,0.053226276668896816,-0.006171739300164007,-0.013419624817519,0.0157052157941298,0.03181791134257592,,0.013943256017334343,-0.0261407680363803,-0.020419674990930635,-0.010081949961584662,0.005954162883801685,0.0011841822951601003,-0.0008594439525922181,0.036708170569490314,-0.03872173198731857,-0.007669944582312911,-0.004904822884566259
BASEMENTAREA_AVG,0.005241700492359491,-0.007238275607877474,0.0477220223411383,0.07728315351094019,0.05158547291772352,0.04038565033657005,0.052754446712681445,0.11376700101293226,-0.022252481386755597,-0.004497653601563315,-0.011502789831445252,-0.036258364471787395,-0.08599303979495379,,0.004033621035813738,-0.012091306739978224,-0.019007344964506713,0.061174624507877966,0.008191538202980688,0.06871000123902975,-0.0683878334582466,-0.08078427655398981,0.06347322874991938,0.018520511265328343,-0.05054448746505773,-0.03203403911709231,-0.03277522813996939,-0.061215827130539656,-0.06131177839904159,0.02825082299691634,0.048834721229338136,-0.016117135574808296,0.6718786203653638,1.0,0.07394390823551608,0.26837281484068376,0.39878911703530173,0.5860775644024689,0.6601306922029617,0.31920860789373257,0.21286971201109967,0.4753135141867616,0.6262460807656377,0.662188181972385,0.02652757606639254,0.22943192917852764,0.6624868970282274,0.9809922885945719,0.05112053637471371,0.2712602856179833,0.40301249194382,0.5885765034598365,0.6507805706219632,0.3185002166281946,0.21020666733455104,0.47611962295258703,0.6262853090258695,0.6520895579810915,0.020989417269169426,0.22401896506030736,0.6685157364235884,0.996965663746164,0.07744241169599658,0.2667216623081117,0.3983915568035742,0.587342822122384,0.6558040637466401,0.31545548634120973,0.2121223813811409,0.4735602141120287,0.6256404522577151,0.6590782515582181,0.024235530735972274,0.22923460537303822,0.6612287671285175,-0.015266908354119448,-0.013791290258341665,-0.014315927990735078,-0.0039017587933017944,0.0013558414796016834,,-0.06264013874697709,,0.004677628590765072,-0.0038792726491255294,0.001409951282084269,0.07332335884692485,0.013104273158418304,,-0.010926423567838229,0.08131715360607335,0.04475627392784256,-0.012169036003072706,-0.004234725816823137,-0.0010972093262156637,,0.011312305408316877,-0.014924085608965161,-0.0018307463713106917,-0.02595594001325109,0.031418945112126916,0.003971041723706765,-0.002133854777606355,0.013379357545823346,-0.02497489386839373,-0.006055517443411392,0.02151334440574044
YEARS_BEGINEXPLUATATION_AVG,0.0018468535321217053,0.005931766889211269,-0.0227414788419226,0.02605785712739925,-0.011905101361980967,-0.0037723361542037676,-0.010926384975182949,-0.015535344058735766,0.0016795872116463697,0.02859270320011783,0.021602326281543585,-0.011107137611112237,0.019160939605408288,,-0.028356730474484445,-0.009850420934787836,-0.005406487120599005,0.01767515173851536,-0.009547372446078194,-0.019449045785818284,0.012050864185805197,0.006111683089872217,0.016223022724803787,0.008173443433301645,0.0114953941069665,0.0076756176126077415,0.012963828026907926,-0.019411061127749707,-0.028213604714996905,-0.0014005732620827693,0.01700112420021435,-0.026420230166515662,0.10150726384259488,0.07394390823551608,1.0,0.7399899621640361,0.16627377962553005,0.09116133877578717,0.05734682277564009,0.13394516216105504,0.27726546395513857,0.12024650776021455,0.27641168383649595,0.10243354346138794,0.038481895815083406,-0.03529656149455243,0.1090745713213678,0.07452449280357504,0.9379544021963548,0.7330846623929794,0.1618178218941043,0.09132756846345082,0.05810684348640162,0.13749923925449342,0.27302970928316217,0.12292024207635179,0.2704827040522462,0.09981190010083682,0.03498903071852471,-0.010513270949627711,0.10171225474773873,0.07311616742761341,0.982988122522026,0.7393476483928207,0.1660034881894967,0.09199470203819296,0.05920804088968349,0.13424957013255076,0.27905415855080523,0.11963924713032689,0.2764732817356014,0.1028705262942421,0.03781425865275689,-0.037256740397123386,0.10589432098769616,-0.010967630561241158,0.020450522908508045,-0.011733720011565368,0.011831784509532366,0.007055171207966703,,-0.04714329276484975,,0.0063822999027772906,0.018431357341901614,0.003347046959997094,0.02415473362986926,0.004129203537714979,,0.008923995463893669,0.004779494661848051,0.005362065916828509,0.0004230213161125283,-0.002623459637024253,0.009986269805395786,,0.005507994275972735,0.004637681341856327,-0.0025598962614528163,-0.0012725968784721806,0.0037235968168172285,0.0054008482317684,0.013033764859121888,-0.009676084644470657,-0.022493493011828545,0.001685926931464092,-0.001806343931575187
